Id,Sentiment,Instagram Comment Text,cleaned_text,normalized_text,final_text
102,negative,Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,wah itu kerdus mulutnya busuk jangan jangan sampah makanannya,wah itu kerdus mulutnya busuk jangan jangan sampah makanannya,wah kerdus mulut busuk jangan jangan sampah makan
103,negative, <USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku,tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku,tai loe gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku
104,negative,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,lah elo artis apaan papan blenyek aja belagu amat artis apaan kga populer sama sekalu hahaha,lah elo artis apaan papan blenyek saja belagu amat artis apaan kga populer sama sekalu hahaha,lah elo artis apa papan blenyek belagu artis apa kga populer sama sekalu hahaha
105,negative,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,anang muka nya kaya babiii gitu aja di demenin jijikk,anang muka nya kaya babiii gitu saja di demenin jijikk,anang muka nya kaya babiii gitu di demenin jijikk
106,negative,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo,kalau tidak suka sama ayu ting ting tidak usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna saja kamu,kalau suka sama ayu ting ting usah parah dong ngejudge nya punya hati otak kan manusia punya kurang juga punya lebih dia juga punya asa jadi jangan enak nya menjudge orang itu kaya udah sempurna kamu
107,negative,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo,tidak pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr saja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya tidak tw malu istri keduanya hadeh klo ada yang msh manggil dia bwt ceramah namanya bodo,pantes panggil ustad org munafik ceramah sana sini org laku sndr menzolimi istri sah nya dgn poligami diam kaci istri pertama tw malu istri dua hadeh klo yang msh manggil bwt ceramah nama bodo
108,negative,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,biadab klo nanti anak lo di bully gue mampusin ya,biadab klo nanti anak kamu di bully gue mampusin ya,biadab klo anak kamu bully gue mampusin
109,negative,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci,dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yang lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci,dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih banci
110,negative," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin justiceformicin,iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yang punya gangguan jiwa ngemil micin justiceformicin,iya kasi si micin padahal usah produk micin iklan kan kalo masak tambah micin biar tambah sedap netizen sudut mecin semua bodoh orang punya ganggu jiwa ngemil micin justiceformicin
111,negative,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan,wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan,wahh jngn vidio lama kok baju norak bngtt orang ayuu lihat murahaan
112,negative, <USERNAME> bego lo ya,bego lo ya,bego kamu ya,bego kamu
113,negative,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor,editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor,edit banget ampun si mommy lambe habis gosib ya buat si pelakor
114,negative,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min,yah admin nya masuk golong konsumsi mecin pil pcc otak lu rusak min
115,negative,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg d rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma org govlok yang prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek saja dan ktamu ayu itu pelakor suami siapa yang d rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma org govlok prcya ayu slgkuh sma rafi bukti rafi sma gigi skrg baek dan ktamu ayu pelakor suami siapa d rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok
116,negative, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang v,hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah banget billy putus sama manusiaa buluk ituu itu yang ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang v,hoy baris sakit hati jijikk banget fans billy mah alhamdulillah banget billy putus sama manusiaa buluk ituu yang tunggu lama akhiry putus dan sekarang kobil jg jijik sama ni orang v
117,negative,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",mba kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaaa berarti kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi artis hahahhaa pinter ya mba kalau mau cari alasan hahahahaha,mba kalau kamu tidak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaaa berarti kan mba dumang cinlok jangan sok bilang tidak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi artis hahahhaa pinter ya mba kalau mau cari alasan hahahahaha,mba kalau kamu ngerasa cinlok sama babang anthony terus kalian awal ketemu sih set boy kan alah ngaku ajaaa arti kan mba dumang cinlok jangan sok bilang cinlok nama bodoh wajar dong netizen bilang ratu cinlok nyata emang kan jangan marah resiko jadi artis hahahhaa pinter mba kalau mau cari alas hahahahaha
118,negative," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar,noh urus tu kuin lu biar tidak gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar,noh urus tu kuin lu biar gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh nyata nya begtu kata anak sholehah agama nya kuat mata kuliah agama cma dpt kata agama nya kuat tpi hamil luar
119,negative," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda,bilang tu sama kuin lu jangan gesek grepe ama lakik orng tidak malu apa udh hamil di luar nikah kegatelan amat jadi janda,bilang tu sama kuin lu jangan gesek grepe ama lakik orng malu apa udh hamil luar nikah kegatelan jadi janda
120,negative," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem,please kamu jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar tidak ada valakor lainnya di indonesia biar musnah sem,please kamu jangan bela pelakor semua hukum si muljem karna uda tega recut suami sahabat sendiri lagi jalan sanksi sosial valakor mesti benci karna biar ada valakor lain indonesia biar musnah sem
121,negative,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",najis ini baru muakk menjijikan pelakor jijik,najis ini baru muakk menjijikan pelakor jijik,najis baru muakk jijik pelakor jijik
122,negative,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya,semoga pelakor kena karma dan semoga dapat karma yang meninggalkan istrinya yang bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya,moga pelakor kena karma moga karma tinggal istri bwrjuang dg dr nol tp sukses selingkuh sok jd kuasa istri
123,negative,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,sedih ya skrg ngamen di kawinan org mantan istri mahhhh naik pesawat jet bhay pelakor n botakbego,sedih ya skrg ngamen di kawinan org mantan istri mahhhh naik pesawat jet bhay pelakor n botakbego,sedih skrg ngamen kawin org mantan istri mahhhh naik pesawat jet bhay pelakor n botakbego
124,negative, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,heeehh lo pelakornya yaaaakkk ngapa lo jadi emosi situuu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak gueeee lucu lo,heeehh kamu pelakornya yaaaakkk ngapa kamu jadi emosi situuu kenal saya kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak gueeee lucu kamu,heeehh kamu pelakornya yaaaakkk ngapa kamu jadi emosi situuu kenal kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang diem ceplos yak pake aku bodong ngakak gueeee lucu kamu
125,negative,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk udh tidak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk udh laku jd nyanyi dhajatan si lonte pelakor
126,negative," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuuurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha,wakakak banyak lah cerita kyk gituu buat pembelajaran saja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuuurr bookk tidak bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yang ngatur rezeki tu tuha,wakakak banyak lah cerita kyk gituu buat ajar jgn sampe ni swamik swamik lebih milih pelakor drpd istri pertama bakal hancuuurr bookk bohong deh bakal kere bakal kismin bakal nyungsep emang ngatur rezeki tu tuha
127,negative,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala ngakakabis,ini cwenya yang bego apa cwonya yang pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala ngakakabis,cwenya bego apa cwonya pinter emg laki kaya macho apa gitu plus nya kaya cuma jago gombal maennya gesit ulala ngakakabis
128,negative, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo,kamu itu yang bodoh ngapain keluarga depok komen org yang tidak ada artinya lagi buat mereka cuma kalian saja yang hidupnya tidak bahagia yang suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo,kamu bodoh ngapain keluarga depok komen org arti buat cuma kalian yang hidup tidak bahagia yang suka hujat orang hidup artis ayu terlalu pengaruh buat kamu emang dasar kamu benci ayu klo
129,negative, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin saksi dan bukti klo,saya mah lihat yang terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yang percaya klo udh ditunjukkin saksi dan bukti klo,mah lihat lihat jelas bukan main prasangka kayak elu elu haters kayak dukun dukun titis dajjal sok pinter otak kosong sorry ye gue bala nabi muhammad percaya klo udh ditunjukkin saksi bukti klo
130,negative,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh saja nih jaer amis jijik sumpah soal enji sm cewek lain ttp saja bala jaer nyampah bikin ribut,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh nih jaer amis jijik sumpah soal enji sm cewek ttp bala jaer nyampah bikin ribut
131,negative,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najonggg jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil,ini siapa sih si enji hartis kah males banget jijik laki model beginian mah tidak ada tanggung jwbnya ayu bunting di tinggalin anak tidak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yang seolah enji kangen anaknya najonggg jijik betoll dah deh min tidak usah di bahas lagi laki macam begini hartis saja bukan tidak ada panutan yang bisa di ambil,siapa sih si enji hart males banget jijik laki model begini mah ada tanggung jwbnya ayu bunting tinggalin anak akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting olah enji kangen anak najonggg jijik betoll dah deh min usah bahas laki macam begini hart bukan ada panutan bisa di ambil
132,negative," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego,bego nya lagi pede amat ngomong seolah yang dia bilang paling bener padahal bukti saja kaga ada mau keliatan pinter jatohnya bego,bego nya pede ngomong yang bilang paling bener padahal bukti kaga mau liat pinter jatohnya bego
133,negative,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya banyak gaya kek mantan bini depok nya
134,negative,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",sebenarnye cocok enji sama att sama sama gateeeel hahah pantesan si tongtong dipertemukan dgn enji udh hukum alam klw jodoh kita cerminan diri kita nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak m tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye sama aja kek enji hah,sebenarnye cocok enji sama att sama sama gateeeel hahah pantesan si tongtong dipertemukan dgn enji udh hukum alam klw jodoh kita cerminan diri kita nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak m tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye sama saja kek enji hah,sebenarnye cocok enji sama att sama sama gateeeel hahah pantesan si tongtong temu dgn enji udh hukum alam klw jodoh cermin diri nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak m tetep mau tahan jd skrg mlh jadi jadi guatelnye sama kek enji hah
135,negative," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",oalaahhh semakin banyak aja pelakor laki nya jg kegatelan tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw,oalaahhh semakin banyak saja pelakor laki nya jg kegatelan tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw,oalaahhh makin banyak pelakor laki nya jg kegatelan tp nama laki ibarat kucing ksh ikan jaer gratis kga nolak wkwkkwkw
136,negative,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",begitulah laki ya sis lebih suka pecun murahan daripada prempuan baik berjilbab ato pintar enji kok downgrade sih dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi jeleknya seleramu,begitulah laki ya sis lebih suka pecun murahan daripada prempuan baik berjilbab ato pintar enji kok downgrade sih dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi jeleknya seleramu,begitu laki sis lebih suka pecun murah prempuan baik jilbab ato pintar enji kok downgrade sih dangdut naik kelas prempuan jilbab ehh milih sama pecun jelek selera
137,negative,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok,motorninja aj songong amat mba org yang punya mobil lamborgini aj biasa wae kok,motorninja aj songong mba org punya mobil lamborgini aj biasa wae kok
138,negative,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,goblok gua nonton berkali kaget juga,goblok gua nonton berkali kaget juga,goblok gua nonton kali kaget
139,negative,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",ga usa pake anjing babi kalo gw bls gitu wkwk,tidak usa pake anjing babi kalo saya bls gitu wkwk,usa pake anjing babi kalo bls gitu wkwk
140,negative,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,oh ini toh yang kemaren tidak menghargai karya orang dan seenaknya bilang jelek banget aduh itu penganten perempuan nya kekenyangan yah ampe kembung gitu perut nya pepuralugu,oh ini toh yang kemaren tidak menghargai karya orang dan seenaknya bilang jelek banget aduh itu penganten perempuan nya kekenyangan yah ampe kembung gitu perut nya pepuralugu,ini yang kemaren harga karya orang enak bilang jelek banget aduh penganten perempuan nya kenyang yah ampe kembung gitu perut nya pepuralugu
141,negative,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",dari awal percaya gimik raffi gigi dn att sehingga att peserta keluarga di hujad dn anak ny di hujad semakin kesini penonton semakin di bodohin semakin publik tertuju mereka yg kasihan para penghujad ga apa lah ayu ga ada di pesbukers biar dia ngeluarkn album baru single baru setelah para artis halan keluar nengri gimik apa lagi yoo,dari awal percaya gimik raffi gigi dn att sehingga att peserta keluarga di hujad dn anak ny di hujad semakin kesini penonton semakin di bodohin semakin publik tertuju mereka yang kasihan para penghujad tidak apa lah ayu tidak ada di pesbukers biar dia ngeluarkn album baru single baru setelah para artis halan keluar nengri gimik apa lagi yoo,awal percaya gimik raffi gigi dn att att serta keluarga hujad dn anak ny hujad makin kesini tonton makin bodohin makin publik tuju yang kasihan penghujad apa lah ayu ada pesbukers biar ngeluarkn album baru single baru para artis hal keluar nengri gimik apa yoo
142,negative,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",kalo bener gimmick bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat,kalo bener gimmick bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat,kalo bener gimmick bodoh banget si ayu cuma rating n popularitas berani taruhin harga diri buat nilai buruk mata masyarakat
143,negative,Susah otaknya diemvang mah bikin rusuh dilapak orang,susah otaknya diemvang mah bikin rusuh dilapak orang,susah otaknya diemvang mah bikin rusuh dilapak orang,susah otak diemvang mah bikin rusuh lapak orang
144,negative,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,najiiisss kayak si mba dese ga gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk,najiiisss kayak si mba dese tidak gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk,najiiisss kayak si mba dese gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk
145,negative, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,iyak kaa hahahahah geli bgt gasih sama att ih kampung abis,iyak kaa hahahahah geli banget gasih sama att ih kampung abis,iyak kaa hahahahah geli banget gasih sama att ih kampung abis
146,negative,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",jogetnya bikin ngakakkk anjirrrr kampungan banget,jogetnya bikin ngakakkk anjirrrr kampungan banget,joget bikin ngakakkk anjirrrr kampung banget
147,negative,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego,bagus la gue berarti ada otak tidak kayak lu malu maluin mak lu saja tong akun asli di pake tu yang namanya bego,bagus la gue arti otak kayak lu malu maluin mak lu tong akun asli pake tu nama bego
